"C-gbcode","C-source","N-pinyin","N-local","N-hanzi","H","A","change","P","fromdate","todate","NOTES"
130983,"GB","Huanghua shi","Huanghua shi","黃驊市",9,3,"CH",0,19930619,19941231,
130984,"GB","Hejian shi","Hejian shi","河間市",9,3,"CH",0,19930619,19941231,
131000,"GB","Langfang shi","Langfang shi","廊坊市",0,0,"CHAT",3,19880913,19941231,
131001,"GB","Langfang shixiaqu","Langfang shixiaqu","廊坊市轄區",3,1,,0,19880913,19941231,
131002,"GB","Langfang: Anci qu","Langfang: Anci qu","廊坊﹕安次區",3,2,"CHAT",0,19880913,19941231,
131021,"GB","Sanhe","Sanhe","三河",3,5,"CH",0,19880913,19930302,
131022,"GB","Gu`an","Gu`an","固安",3,5,"CH",0,19880913,19941231,
131023,"GB","Yongqing","Yongqing","永清",3,5,"CH",0,19880913,19941231,
131024,"GB","Xianghe","Xianghe","香河",3,5,"CH",0,19880913,19941231,
131025,"GB","Daicheng","Daicheng","大城",3,5,"CH",0,19880913,19941231,
131026,"GB","Wen`an","Wen`an","文安",3,5,"CH",0,19880913,19941231,
131027,"GB","Ba xian","Ba xian","霸縣",3,5,"CH",0,19880913,19900103,
131028,"GB","Dachang Huizu zizhixian","Dachang Huizu zizhixian","大廠回族自治縣",3,6,"CH",0,19880913,19941231,
131081,"GB","Bazhou shi","Bazhou shi","霸州市",9,3,"CNA",0,19900104,19941231,
131082,"GB","Sanhe shi","Sanhe shi","三河市",9,3,"CHA",0,19930303,19941231,
132100,"GB","Handan diqu","Handan diqu","邯鄲地區",0,0,"T",6,19860405,19930618,
132100,"GB","Handan diqu","Handan diqu","邯鄲地區",0,0,"T",6,19831115,19860404,
132100,"GB","Handan diqu","Handan diqu","邯鄲地區",0,0,,6,19820101,19831114,
132101,"GB","Handan shi","Handan shi","邯鄲市",6,3,,0,19820101,19831114,
132121,"GB","Daming","Daming","大名",6,5,,0,19820101,19930618,
132122,"GB","Wei xian","Wei xian","魏縣",6,5,,0,19820101,19930618,
132123,"GB","Quzhou","Quzhou","曲周",6,5,,0,19820101,19930618,
132124,"GB","Qiu xian","Qiu xian","丘縣",6,5,,0,19820101,19930618,"各別資料用過“邱“"
132125,"GB","Jize","Jize","雞澤",6,5,,0,19820101,19930618,
132126,"GB","Feixiang","Feixiang","肥鄉",6,5,,0,19820101,19930618,
132127,"GB","Guangping","Guangping","廣平",6,5,,0,19820101,19930618,
132128,"GB","Cheng`an","Cheng`an","成安",6,5,,0,19820101,19930618,
132129,"GB","Linzhang","Linzhang","臨漳",6,5,,0,19820101,19930618,
132130,"GB","Ci xian","Ci xian","磁縣",6,5,,0,19820101,19930618,
132131,"GB","Wu`an","Wu`an","武安",6,5,,0,19820101,19861201,
132132,"GB","She xian","She xian","涉縣",6,5,,0,19820101,19930618,
132133,"GB","Yongnian","Yongnian","永年",6,5,,0,19820101,19930618,
132134,"GB","Handan","Handan","邯鄲",6,5,,0,19820101,19830314,
132135,"GB","Guantao","Guantao","館陶",6,5,,0,19820101,19930618,
132200,"GB","Xingtai diqu","Xingtai diqu","邢台地區",0,0,,6,19820101,19860404,
132200,"GB","Xingtai diqu","Xingtai diqu","邢台地區",0,0,"T",6,19860405,19930618,
132201,"GB","Xingtai shi","Xingtai shi","邢台市",6,3,,0,19820101,19831114,
132201,"GB","Nangong shi","Nangong shi","南宮市",6,3,"CA",0,19860305,19930618,
132202,"GB","Shahe shi","Shahe shi","沙河市",6,3,"CA",0,19870220,19930618,
132221,"GB","Xingtai","Xingtai","邢台",6,5,,0,19820101,19860404,
132222,"GB","Shahe","Shahe","沙河",6,5,,0,19820101,19870219,
132223,"GB","Lincheng","Lincheng","臨城",6,5,,0,19820101,19930618,
132224,"GB","Neiqiu","Neiqiu","內丘",6,5,,0,19820101,19930618,
132225,"GB","Baixiang","Baixiang","柏鄉",6,5,,0,19820101,19930618,
132226,"GB","Longyao","Longyao","隆堯",6,5,,0,19820101,19930618,
132227,"GB","Ren xian","Ren xian","任縣",6,5,,0,19820101,19930618,
132228,"GB","Nanhe","Nanhe","南和",6,5,,0,19820101,19930618,
132229,"GB","Ningjin","Ningjin","寧晉",6,5,,0,19820101,19930618,
132230,"GB","Nangong","Nangong","南宮",6,5,,0,19820101,19860304,
132231,"GB","Julu","Julu","巨鹿",6,5,,0,19820101,19930618,
132232,"GB","Xinhe","Xinhe","新河",6,5,,0,19820101,19930618,
132233,"GB","Guangzong","Guangzong","廣宗",6,5,,0,19820101,19930618,
132234,"GB","Pingxiang","Pingxiang","平鄉",6,5,,0,19820101,19930618,
132235,"GB","Wei xian","Wei xian","威縣",6,5,,0,19820101,19930618,
132236,"GB","Qinghe","Qinghe","清河",6,5,,0,19820101,19930618,
132237,"GB","Linxi","Linxi","臨西",6,5,,0,19820101,19930618,
132300,"GB","Shijiazhuang diqu","Shijiazhuang diqu","石家莊地區",0,0,,6,19820101,19831114,
132300,"GB","Shijiazhuang diqu","Shijiazhuang diqu","石家莊地區",0,0,"T",6,19831115,19860404,
132300,"GB","Shijiazhuang diqu","Shijiazhuang diqu","石家莊地區",0,0,"T",6,19860405,19930618,
132301,"GB","Xinji shi","Xinji shi","辛集市",6,3,"CNA",0,19860305,19930618,
132302,"GB","Gaocheng shi","Gaocheng shi","槁城市",6,3,"CA",0,19860727,19930618,
132303,"GB","Jinzhou shi","Jinzhou shi","晉州市",6,3,"CNA",0,19911130,19930618,
132304,"GB","Xinle shi","Xinle shi","新樂市",6,3,"CA",0,19921008,19930618,
132321,"GB","Shulu","Shulu","束鹿",6,5,,0,19820101,19860304,
132322,"GB","Jin xian","Jin xian","晉縣",6,5,,0,19820101,19911129,
132323,"GB","Shenze","Shenze","深澤",6,5,,0,19820101,19930618,
132324,"GB","Wuji","Wuji","無極",6,5,,0,19820101,19930618,
132325,"GB","Gaocheng","Gaocheng","槁城",6,5,,0,19820101,19890726,
132326,"GB","Zhao xian","Zhao xian","趙縣",6,5,,0,19820101,19930618,
132327,"GB","Luancheng","Luancheng","欒城",6,5,,0,19820101,19861201,
132328,"GB","Zhengding","Zhengding","正定",6,5,,0,19820101,19861201,
132329,"GB","Xinle","Xinle","新樂",6,5,,0,19820101,19921007,
132330,"GB","Gaoyi","Gaoyi","高邑",6,5,,0,19820101,19930618,
132331,"GB","Yuanshi","Yuanshi","元氏",6,5,,0,19820101,19930618,
132332,"GB","Zanhuang","Zanhuang","贊皇",6,5,,0,19820101,19930618,
132333,"GB","Jingxing","Jingxing","井陘",6,5,,0,19820101,19831114,
132334,"GB","Huolu","Huolu","獲鹿",6,5,,0,19820101,19831114,
132335,"GB","Pingshan","Pingshan","平山",6,5,,0,19820101,19930618,
132336,"GB","Lingshou","Lingshou","靈壽",6,5,,0,19820101,19930618,
132337,"GB","Xingtang","Xingtang","行唐",6,5,,0,19820101,19930618,
132400,"GB","Baoding diqu","Baoding diqu","保定地區",0,0,,6,19820101,19831114,
132400,"GB","Baoding diqu","Baoding diqu","保定地區",0,0,"T",6,19831115,19860404,
132400,"GB","Baoding diqu","Baoding diqu","保定地區",0,0,"T",6,19860405,19941216,
132401,"GB","Dingzhou shi","Dingzhou shi","定州市",6,3,"CNA",0,19860305,19941231,
132401,"GB","Baoding shi","Baoding shi","保定市",6,3,,0,19820101,19831114,
132402,"GB","Zhuozhou shi","Zhuozhou shi","涿州市",6,3,"CNA",0,19860924,19941231,
132403,"GB","Anguo shi","Anguo shi","安國市",6,3,"CA",0,19910506,19941231,
132404,"GB","Gaobeidian shi","Gaobeidian shi","高碑店市",3,3,"CAN",0,19930409,19941231,
132421,"GB","Yi xian","Yi xian","易縣",6,5,,0,19820101,19941231,
132422,"GB","Mancheng","Mancheng","滿城",6,5,,0,19820101,19831114,
132423,"GB","Xushui","Xushui","徐水",6,5,,0,19820101,19941231,
132424,"GB","Laiyuan","Laiyuan","淶源",6,5,,0,19820101,19941231,
132425,"GB","Dingxing","Dingxing","定興",6,5,,0,19820101,19941231,
132426,"GB","Shunping","Shunping","順平",6,5,"N",0,19930520,19941231,
132426,"GB","Wan xian","Wan xian","完縣",6,5,,0,19820101,19930519,
132427,"GB","Tang xian","Tang xian","唐縣",6,5,,0,19820101,19941231,
132428,"GB","Wangdu","Wangdu","望都",6,5,,0,19820101,19941231,
132429,"GB","Laishui","Laishui","淶水",6,5,,0,19820101,19941231,
132430,"GB","Zhuo xian","Zhuo xian","涿縣",6,5,,0,19820101,19860923,
132431,"GB","Qingyuan","Qingyuan","清苑",6,5,,0,19820101,19860404,
132432,"GB","Gaoyang","Gaoyang","高陽",6,5,,0,19820101,19941231,
132433,"GB","Anxin","Anxin","安新",6,5,,0,19820101,19941231,
132434,"GB","Xiong xian","Xiong xian","雄縣",6,5,,0,19820101,19941231,
132435,"GB","Rongcheng","Rongcheng","容城",6,5,,0,19820101,19941231,
132436,"GB","Xincheng","Xincheng","新城",6,5,,0,19820101,19930408,
132437,"GB","Quyang","Quyang","曲陽",6,5,,0,19820101,19941231,
132438,"GB","Fuping","Fuping","阜平",6,5,,0,19820101,19941231,
132439,"GB","Ding xian","Ding xian","定縣",6,5,,0,19820101,19860304,
132440,"GB","Anguo","Anguo","安國",6,5,,0,19820101,19910505,
132441,"GB","Boye","Boye","博野",6,5,,0,19820101,19941231,
132442,"GB","Li xian","Li xian","蠡縣",6,5,,0,19820101,19941231,
132500,"GB","Zhangjiakou diqu","Zhangjiakou diqu","張家口地區",0,0,,6,19820101,19831114,
132500,"GB","Zhangjiakou diqu","Zhangjiakou diqu","張家口地區",0,0,"T",6,19831115,19930618,
132501,"GB","Zhangjiakou shi","Zhangjiakou shi","張家口市",6,3,,0,19820101,19831114,
132521,"GB","Zhangbei","Zhangbei","張北",6,5,,0,19820101,19941231,
132522,"GB","Kangbao","Kangbao","康保",6,5,,0,19820101,19941231,
132523,"GB","Guyuan","Guyuan","沽源",6,5,,0,19820101,19941231,
132524,"GB","Shangyi","Shangyi","尚義",6,5,,0,19820101,19941231,
132525,"GB","Yu xian","Yu xian","蔚縣",6,5,,0,19820101,19941231,
132526,"GB","Yangyuan","Yangyuan","陽原",6,5,,0,19820101,19941231,
132527,"GB","Huai`an","Huai`an","懷安",6,5,,0,19820101,19941231,
132528,"GB","Wanquan","Wanquan","萬全",6,5,,0,19820101,19941231,
132529,"GB","Huailai","Huailai","懷來",6,5,,0,19820101,19941231,
132530,"GB","Zhuolu","Zhuolu","涿鹿",6,5,,0,19820101,19941231,
132531,"GB","Xuanhua","Xuanhua","宣化",6,5,,0,19820101,19831114,
132532,"GB","Chicheng","Chicheng","赤城",6,5,,0,19820101,19941231,
132533,"GB","Chongli","Chongli","崇禮",6,5,,0,19820101,19941231,
132600,"GB","Chengde diqu","Chengde diqu","承德地區",0,0,,6,19820101,19831114,
132600,"GB","Chengde diqu","Chengde diqu","承德地區",0,0,"T",6,19831115,19930618,
132601,"GB","Chengde shi","Chengde shi","承德市",6,3,,0,19820101,19831114,
132621,"GB","Qinglong","Qinglong","青龍",6,5,,0,19820101,19830504,
132622,"GB","Kuancheng Manzu zizhixian","Kuancheng Manzu zizhixian","寬城滿族自治縣",6,6,"A",0,19890629,19930618,
132622,"GB","Kuancheng","Kuancheng","寬城",6,5,,0,19820101,19890628,
132623,"GB","Xinglong","Xinglong","興隆",6,5,,0,19820101,19930618,
132624,"GB","Pingquan","Pingquan","平泉",6,5,,0,19820101,19930618,
132625,"GB","Chengde","Chengde","承德",6,5,,0,19820101,19831114,
132626,"GB","Luanping","Luanping","灤平",6,5,,0,19820101,19930618,
132627,"GB","Fengning Manzu zizhixian","Fengning Manzu zizhixian","豐寧滿族自治縣",6,6,"A",0,19861202,19930618,
132627,"GB","Fengning","Fengning","豐寧",6,5,,0,19820101,19861201,
132628,"GB","Longhua","Longhua","隆化",6,5,,0,19820101,19930618,
132629,"GB","Weichang Manzu Mengguzu zizhixian","Weichang Manzu Mengguzu zizhixian","圍場滿族蒙古族自治縣",6,6,"A",0,19890629,19930618,
132629,"GB","Weichang","Weichang","圍場",6,5,,0,19820101,19890628,
132700,"GB","Tangshan diqu","Tangshan diqu","唐山地區",0,0,,6,19820101,19830302,
132701,"GB","Qinhuangdao shi","Qinhuangdao shi","秦皇島市",6,3,,0,19820101,19830302,
132721,"GB","Fengrun","Fengrun","豐潤",6,5,,0,19820101,19830302,
132722,"GB","Fengnan","Fengnan","豐南",6,5,,0,19820101,19830302,
132723,"GB","Luan xian","Luan xian","灤縣",6,5,,0,19820101,19830302,
132724,"GB","Luannan","Luannan","灤南",6,5,,0,19820101,19830302,
132725,"GB","Leting","Leting","樂亭",6,5,,0,19820101,19830302,
132726,"GB","Changli","Changli","昌黎",6,5,,0,19820101,19830302,
132727,"GB","Funing","Funing","撫寧",6,5,,0,19820101,19830302,
132728,"GB","Lulong","Lulong","盧龍",6,5,,0,19820101,19830302,
132729,"GB","Qian`an","Qian`an","遷安",6,5,,0,19820101,19830302,
132730,"GB","Qianxi","Qianxi","遷西",6,5,,0,19820101,19830302,
132731,"GB","Zunhua","Zunhua","遵化",6,5,,0,19820101,19830302,
132732,"GB","Yutian","Yutian","玉田",6,5,,0,19820101,19830302,
132800,"GB","Langfang diqu","Langfang diqu","廊坊地區",0,0,,6,19820101,19880912,
132801,"GB","Langfang shi","Langfang shi","廊坊市",6,3,"T",0,19830303,19880912,
132801,"GB","Langfang shi","Langfang shi","廊坊市",6,3,,0,19820101,19830302,
132821,"GB","Sanhe","Sanhe","三河",6,5,,0,19820101,19880912,
132822,"GB","Dachang Huizu zizhixian","Dachang Huizu zizhixian","大廠回族自治縣",6,6,,0,19820101,19880912,
132823,"GB","Xianghe","Xianghe","香河",6,5,,0,19820101,19880912,
132824,"GB","Anci","Anci","安次",6,5,,0,19820101,19830302,
132825,"GB","Yongqing","Yongqing","永清",6,5,,0,19820101,19880912,
132826,"GB","Gu`an","Gu`an","固安",6,5,,0,19820101,19880912,
132827,"GB","Ba xian","Ba xian","霸縣",6,5,,0,19820101,19880912,
132828,"GB","Wen`an","Wen`an","文安",6,5,,0,19820101,19880912,
132829,"GB","Dacheng","Dacheng","大城",6,5,,0,19820101,19880912,
132900,"GB","Cangzhou diqu","Cangzhou diqu","滄州地區",0,0,"T",6,19860405,19930618,
132900,"GB","Cangzhou diqu","Cangzhou diqu","滄州地區",0,0,,6,19820101,19831114,
132900,"GB","Cangzhou diqu","Cangzhou diqu","滄州地區",0,0,"T",6,19831115,19860404,
132901,"GB","Cangzhou shi","Cangzhou shi","滄州市",6,3,,0,19820101,19831114,
132902,"GB","Potou shi","Potou shi","泊頭市",6,3,,0,19821213,19830504,
132902,"GB","Potou shi","Potou shi","泊頭市",6,3,"T",0,19830505,19930618,
132903,"GB","Renqiu shi","Renqiu shi","任丘市",6,3,"CA",0,19860305,19930618,
132904,"GB","Huanghua shi","Huanghua shi","黃驊市",6,3,"CA",0,19890727,19930618,
132905,"GB","Hejian shi","Hejian shi","河間市",6,3,"CA",0,19901018,19930618,
132921,"GB","Cang xian","Cang xian","滄縣",6,5,,0,19820101,19831114,
132922,"GB","Hejian","Hejian","河間",6,5,,0,19820101,19901017,
132923,"GB","Suning","Suning","肅寧",6,5,,0,19820101,19930618,
132924,"GB","Xian xian","Xian xian","獻縣",6,5,,0,19820101,19930618,
132925,"GB","Jiaohe","Jiaohe","交河",6,5,,0,19820101,19821212,
132925,"GB","Jiaohe","Jiaohe","交河",6,5,"T",0,19821213,19830504,
132926,"GB","Wuqiao","Wuqiao","吳橋",6,5,,0,19820101,19930618,
132927,"GB","Dongguang","Dongguang","東光",6,5,,0,19820101,19930618,
132928,"GB","Nanpi","Nanpi","南皮",6,5,"T",0,19821213,19930618,
132928,"GB","Nanpi","Nanpi","南皮",6,5,,0,19820101,19821212,
132929,"GB","Yanshan","Yanshan","鹽山",6,5,,0,19820101,19930618,
132930,"GB","Huanghua","Huanghua","黃驊",6,5,,0,19820101,19890726,
132931,"GB","Mengcun Hui zizhixian","Mengcun Hui zizhixian","孟村回族自治縣",6,6,,0,19820101,19930618,
132932,"GB","Qing xian","Qing xian","青縣",6,5,,0,19820101,19860404,
132933,"GB","Renqiu","Renqiu","任丘",6,5,,0,19820101,19860304,
132934,"GB","Haixing","Haixing","海興",6,5,,0,19820101,19930618,
133000,"GB","Hengshui diqu","Hengshui diqu","衡水地區",0,0,,6,19820101,19941231,
133001,"GB","Hengshui shi","Hengshui shi","衡水市",6,4,,0,19820130,19830302,
133001,"GB","Hengshui shi","Hengshui shi","衡水市",6,3,"T",0,19830303,19941231,
133002,"GB","Jizhou shi","Jizhou shi","冀州市",6,3,"CA",0,19930922,19941231,
133021,"GB","Hengshui","Hengshui","衡水",6,5,"T",0,19820130,19830302,
133021,"GB","Hengshui","Hengshui","衡水",6,5,,0,19820101,19820129,
133022,"GB","Ji xian","Ji xian","冀縣",6,5,,0,19820101,19930921,
133023,"GB","Zaoqiang","Zaoqiang","棗強",6,5,,0,19820101,19941231,
133024,"GB","Wuyi","Wuyi","武邑",6,5,,0,19820101,19941231,
133025,"GB","Shen xian","Shen xian","深縣",6,5,,0,19820101,19940703,
133026,"GB","Wuqiang","Wuqiang","武強",6,5,,0,19820101,19941231,
133027,"GB","Raoyang","Raoyang","饒陽",6,5,,0,19820101,19941231,
133028,"GB","Anping","Anping","安平",6,5,,0,19820101,19941231,
133029,"GB","Gucheng","Gucheng","故城",6,5,,0,19820101,19941231,
133030,"GB","Jing xian","Jing xian","景縣",6,5,,0,19820101,19941231,
133031,"GB","Fucheng","Fucheng","阜城",6,5,,0,19820101,19941231,
133083,"CM","Shenzhou shi","Shenzhou shi","深州市",6,3,"CNA",0,19940704,19941231,
139001,"GB","Wu`an shi","Wu`an shi","武安市",9,3,"CHA",9,19880901,19901231,
140100,"GB","Taiyuan shi","Taiyuan shi","太原市",0,0,,2,19820101,19941231,
140101,"GB","Taiyuan shixiaqu","Taiyuan shixiaqu","太原市轄區",2,1,"C",0,19840101,19880223,
140101,"GB","Taiyuan shixiaqu","Taiyuan shixiaqu","太原市轄區",2,1,"T",0,19880224,19941231,
140102,"CT","Taiyuan: Nancheng qu","Taiyuan: Nancheng qu","太原﹕南城區",2,2,,0,19820101,19831231,"Did not officially exist"
140102,"GB","Taiyuan: Nancheng qu","Taiyuan: Nancheng qu","太原﹕南城區",2,2,,0,19840101,19941231,
140103,"CT","Taiyuan: Beicheng qu","Taiyuan: Beicheng qu","太原﹕北城區",2,2,,0,19820101,19831231,"Did not officially exist"
140103,"GB","Taiyuan: Beicheng qu","Taiyuan: Beicheng qu","太原﹕北城區",2,2,,0,19840101,19941231,
140104,"CT","Taiyuan: Hexi qu","Taiyuan: Hexi qu","太原﹕河西區",2,2,,0,19820101,19831231,"Did not officially exist"
140104,"GB","Taiyuan: Hexi qu","Taiyuan: Hexi qu","太原﹕河西區",2,2,,0,19840101,19941231,
140111,"CT","Taiyuan: Gujiao Gongkuangqu","Taiyuan: Gujiao Gongkuangqu","太原﹕古交工礦區",2,2,,0,19820101,19831231,"Did not officially exist"
140111,"GB","Taiyuan: Gujiao Gongkuangqu","Taiyuan: Gujiao Gongkuangqu","太原﹕古交工礦區",2,2,,0,19840101,19880223,
140112,"CT","Taiyuan: Nanjiao qu","Taiyuan: Nanjiao qu","太原﹕南郊區",2,2,,0,19820101,19831231,"Did not officially exist"
140112,"GB","Taiyuan: Nanjiao qu","Taiyuan: Nanjiao qu","太原﹕南郊區",2,2,,0,19840101,19941231,
140113,"CT","Taiyuan: Beijiao qu","Taiyuan: Beijiao qu","太原﹕北郊區",2,2,,0,19820101,19831231,"Did not officially exist"
140113,"GB","Taiyuan: Beijiao qu","Taiyuan: Beijiao qu","太原﹕北郊區",2,2,,0,19840101,19941231,
140120,"GB","Taiyuan shiqu","Taiyuan shiqu","太原市區",2,1,,0,19820101,19831231,
140121,"GB","Qingxu","Qingxu","清徐",2,5,,0,19820101,19941231,
140122,"GB","Yangqu","Yangqu","陽曲",2,5,,0,19820101,19941231,
140123,"GB","Loufan","Loufan","婁煩",2,5,,0,19820101,19941231,
140181,"GB","Gujiao shi","Gujiao shi","古交市",9,3,"C",0,19910101,19941231,
140200,"GB","Datong shi","Datong shi","大同市",0,0,"T",3,19930625,19941231,"H?"
140200,"GB","Datong shi","Datong shi","大同市",0,0,,5,19820101,19930624,
140201,"CT","Datong shixiaqu","Datong shixiaqu","大同市轄區",5,1,,0,19820101,19831231,"Did not officially exist"
140201,"GB","Datong shixiaqu","Datong shixiaqu","大同市轄區",3,1,"H",0,19930625,19941231,
140201,"GB","Datong shixiaqu","Datong shixiaqu","大同市轄區",5,1,,0,19840101,19930624,
140202,"GB","Datong: Chengqu","Datong: Chengqu","大同﹕城區",3,2,"H",0,19930625,19941231,
140202,"CT","Datong: Chengqu","Datong: Chengqu","大同﹕城區",5,2,,0,19820101,19831231,"Did not officially exist"
140202,"GB","Datong: Chengqu","Datong: Chengqu","大同﹕城區",5,2,,0,19840101,19930624,
140203,"GB","Datong: Kuangqu","Datong: Kuangqu","大同﹕礦區",3,2,"H",0,19930625,19941231,
140203,"CT","Datong: Kuangqu","Datong: Kuangqu","大同﹕礦區",5,2,,0,19820101,19831231,"Did not officially exist"
140203,"GB","Datong: Kuangqu","Datong: Kuangqu","大同﹕礦區",5,2,,0,19840101,19930624,
140211,"CT","Datong: Nanjiao qu","Datong: Nanjiao qu","大同﹕南郊區",5,2,,0,19820101,19831231,"Did not officially exist"
140211,"GB","Datong: Nanjiao qu","Datong: Nanjiao qu","大同﹕南郊區",3,2,"H",0,19930625,19941231,
140211,"GB","Datong: Nanjiao qu","Datong: Nanjiao qu","大同﹕南郊區",5,2,,0,19840101,19930624,
140212,"GB","Datong: Xinrong qu","Datong: Xinrong qu","大同﹕新榮區",3,2,"H",0,19930625,19941231,
140212,"CT","Datong: Xinrong qu","Datong: Xinrong qu","大同﹕新榮區",5,2,,0,19820101,19831231,"Did not officially exist"
140212,"GB","Datong: Xinrong qu","Datong: Xinrong qu","大同﹕新榮區",5,2,,0,19840101,19930624,
140221,"GB","Yanggao","Yanggao","陽高",3,5,"CH",0,19930625,19941231,
140222,"GB","Tianzhen","Tianzhen","天鎮",3,5,"CH",0,19930625,19941231,
140223,"GB","Guangling","Guangling","廣靈",3,5,"CH",0,19930625,19941231,
140224,"GB","Lingqiu","Lingqiu","靈丘",3,5,"CH",0,19930625,19941231,
140225,"GB","Hunyuan","Hunyuan","渾源",3,5,"CH",0,19930625,19941231,
140226,"GB","Zuoyun","Zuoyun","左雲",3,5,"CH",0,19930625,19941231,
140227,"GB","Datong","Datong","大同",3,5,"CH",0,19930625,19941231,
140300,"GB","Yangquan shi","Yangquan shi","陽泉市",0,0,,5,19820101,19830727,
140300,"GB","Yangquan shi","Yangquan shi","陽泉市",0,0,"T",3,19830728,19941231,"H?"
140301,"GB","Yangquan shixiaqu","Yangquan shixiaqu","陽泉市轄區",5,1,,0,19820101,19830727,"Did not officially exist"
140301,"GB","Yangquan shixiaqu","Yangquan shixiaqu","陽泉市轄區",3,1,,0,19830728,19941231,"H?"
140302,"GB","Yangquan: Chengqu","Yangquan: Chengqu","陽泉﹕城區",5,2,,0,19820101,19830727,"Did not officially exist"
140302,"GB","Yangquan: Chengqu","Yangquan: Chengqu","陽泉﹕城區",3,2,"H",0,19830728,19941231,
140303,"GB","Yangquan: Kuangqu","Yangquan: Kuangqu","陽泉﹕礦區",3,2,"H",0,19830728,19941231,
140303,"GB","Yangquan: Kuangqu","Yangquan: Kuangqu","陽泉﹕礦區",5,2,,0,19820101,19830727,"Did not officially exist"
140311,"GB","Yangquan: Jiaoqu","Yangquan: Jiaoqu","陽泉﹕郊區",5,2,,0,19820101,19830727,"Did not officially exist"
140311,"GB","Yangquan: Jiaoqu","Yangquan: Jiaoqu","陽泉﹕郊區",3,2,"H",0,19830728,19941231,
140321,"GB","Pingding","Pingding","平定",3,5,"CH",0,19830728,19941231,
140322,"GB","Yu xian","Yu xian","盂縣",3,5,"CH",0,19830728,19941231,
140400,"GB","Changzhi shi","Changzhi shi","長治市",0,0,"T",3,19830728,19850429,"H?"
140400,"GB","Changzhi shi","Changzhi shi","長治市",0,0,"T",3,19850430,19941231,
140400,"GB","Changzhi shi","Changzhi shi","長治市",0,0,,5,19820101,19830727,
140401,"GB","Changzhi shixiaqu","Changzhi shixiaqu","長治市轄區",5,1,,0,19820101,19830727,"Did not officially exist"
140401,"GB","Changzhi shixiaqu","Changzhi shixiaqu","長治市轄區",3,1,"H",0,19830728,19941231,
